20	-32.67695708	-32.93017015
29	-34.28416732	-34.59355914
38	-35.67135121	-35.88678061
47	-36.84409628	-37.03397053
56	-37.8612285	-38.02640561
65	-38.73006298	-38.89488421
74	-39.5239732	-39.69745702
83	-40.26507285	-40.43832099
92	-40.95108604	-41.13520634
101	-41.60805915	-41.78932745
110	-42.22449604	-42.41113158
119	-42.81162875	-42.98155551
128	-43.36535829	-43.53420827
137	-43.89514218	-44.03177647
146	-44.39075429	-44.51826629
155	-44.86946687	-44.97820682
164	-45.32266915	-45.40662056
173	-45.75485884	-45.82804713
182	-46.16620262	-46.22666651
191	-46.49294543	-46.54014567
200	-46.88724052	-46.92271141
200	-46.79751032	-46.80623029
203.2449183	-46.93400511	-46.94043763
206.542484	-47.06560238	-47.08293087
209.8935514	-47.19926827	-47.2166012
213.2989884	-47.34006215	-47.34753214
216.7596773	-47.47873176	-47.48650563
220.2765145	-47.61561747	-47.62378684
223.8504109	-47.75371612	-47.76167002
227.4822924	-47.89149437	-47.89918894
231.1730996	-48.02547626	-48.0327427
234.9237886	-48.15950155	-48.17355311
238.7353311	-48.29860521	-48.31127071
242.6087142	-48.43462408	-48.44191785
246.5449415	-48.57199939	-48.58276064
250.5450324	-48.70556929	-48.71635956
254.6100231	-48.84558184	-48.8525239
258.7409667	-48.98404577	-48.99003868
262.9389331	-49.12170336	-49.12642084
267.2050098	-49.25583163	-49.26457857
271.5403019	-49.39304237	-49.40219729
275.9459323	-49.53074291	-49.53851098
280.4230423	-49.66669356	-49.67629878
284.9727915	-49.80474956	-49.81513619
289.5963586	-49.9414611	-49.94961282
294.2949411	-50.07895208	-50.087085
299.0697562	-50.21617569	-50.2199911
303.9220408	-50.35324291	-50.36280998
308.8530517	-50.48939566	-50.49921675
313.8640662	-50.6292227	-50.63756177
318.9563824	-50.76647808	-50.77286142
324.1313193	-50.90517192	-50.90796212
329.3902175	-51.04342912	-51.04690084
334.7344392	-51.17842541	-51.18692312
340.1653686	-51.31462843	-51.32234031
345.6844127	-51.45487523	-51.45877156
351.293001	-51.59342042	-51.59576912
356.9925863	-51.72971067	-51.73436288
362.7846451	-51.87017171	-51.87492505
368.6706777	-52.00805838	-52.00638173
374.6522088	-52.14755225	-52.15018116
380.7307877	-52.28329493	-52.28748302
386.9079892	-52.41855074	-52.42376794
393.1854131	-52.55768356	-52.56406148
399.5646858	-52.7001909	-52.70103442
406.0474595	-52.83612178	-52.83713027
412.6354135	-52.97579179	-52.97563255
419.3302545	-53.11350741	-53.11747438
426.1337164	-53.25060176	-53.25635723
433.0475618	-53.39105662	-53.39110901
440.0735815	-53.53131923	-53.53188841
447.2135955	-53.6694271	-53.66921597
454.4694533	-53.80875464	-53.80888027
461.8430344	-53.9463555	-53.94623476
469.3362489	-54.08358429	-54.08407589
476.9510377	-54.22764877	-54.2259238
484.6893733	-54.36358161	-54.36740694
492.5532603	-54.50508645	-54.50375888
500.5447356	-54.64624811	-54.64077506
508.6658694	-54.78383044	-54.78578302
516.9187652	-54.92236221	-54.92340468
525.3055609	-55.06089046	-55.0600538
