1000,-74.05027,-26.366041
2000,-62.151031,-27.0173
3000,-57.712193,-27.919384
4000,-54.717216,-29.01062
5000,-52.489811,-30.076454
6000,-50.624596,-31.067326
7000,-48.965065,-18.128759
8000,-47.47543,-17.329693
9000,-46.002167,-26.256258
10000,-44.590721,-35.058563
11000,-43.159954,-11.554159
12000,-41.665504,-25.604153
13000,-40.061855,-25.029636
14000,-38.265308,-23.053675
15000,-36.17144,-10.077917
16000,-33.580944,-22.592566
17000,-30.280886,-27.393822
18000,-26.435322,-36.33831
19000,-26.056753,-22.361328
20000,-30.033451,-24.843567
21000,-33.711529,-13.482548
22000,-36.613937,-11.226193
23000,-38.972485,-11.656686
24000,-41.045124,-21.930889
25000,-42.815903,-14.698872
26000,-44.355701,-16.983276
27000,-45.535183,-15.376327
28000,-46.300598,-21.121494
29000,-46.661598,-32.085049
30000,-47.682388,-21.40003
31000,-53.782181,-38.017269
32000,-57.72567,-23.567692
33000,-57.703754,-32.915047
34000,-56.641743,-6.602282
35000,-55.438816,-38.205517
36000,-54.268181,-38.402233
37000,-53.178268,-38.631393
38000,-52.19936,-39.047283
39000,-51.301277,-39.312119
40000,-50.496922,-39.590904
41000,-49.759342,-36.01638
42000,-49.079235,-21.763788
43000,-48.464058,-22.939653
44000,-47.913109,-27.665104
45000,-47.358402,-32.546337
46000,-46.826012,-15.790829
47000,-46.34515,-22.371796
48000,-45.890678,-23.505379
49000,-45.457596,-28.824701
50000,-45.045902,-55.928009
51000,-44.646358,-31.327955
52000,-44.261269,-29.83769
53000,-43.888168,-15.077538
54000,-43.521667,-5.901294
55000,-43.161983,-26.775183
56000,-42.809555,-23.680246
57000,-42.452271,-25.621004
58000,-42.101055,-15.164737
59000,-41.744572,-22.798008
60000,-41.383156,-32.348988
61000,-41.006744,-30.826117
62000,-40.611919,-22.773632
63000,-40.191143,-24.827267
64000,-39.733437,-17.579996
65000,-39.250652,-21.442196
66000,-38.831375,-26.304045
67000,-38.757927,-15.835745
68000,-39.481701,-45.250889
69000,-40.74118,-47.669834
70000,-41.156727,-49.848965
71000,-40.836143,-50.406525
72000,-40.341534,-49.917877
73000,-39.855999,-49.575832
74000,-39.408958,-49.307087
75000,-38.991051,-49.153618
76000,-38.593815,-48.829918
77000,-38.207985,-48.553349
78000,-37.825184,-48.357269
79000,-37.446121,-47.996082
80000,-37.055466,-47.747738
81000,-36.656139,-37.237442
82000,-36.24102,-39.333996
83000,-35.807301,-23.374382
84000,-35.327698,-23.794678
85000,-34.856953,-32.643135
86000,-34.380615,-28.726774
87000,-33.873688,-37.819088
88000,-33.268494,-34.888622
89000,-32.572884,-27.772314
90000,-31.82909,-24.538536
91000,-31.081512,-28.304771
92000,-30.173132,-32.207745
93000,-29.195353,-27.177385
94000,-28.665165,-35.72366
