20,-28.06973386,-1.112113496
20.6542484,-28.43832063,-1.299582343
21.32989884,-28.71305796,-1.505279998
22.02765145,-28.94034387,-1.707617486
22.74822924,-29.14235484,-1.907008623
23.49237886,-29.34438204,-2.122300853
24.26087142,-29.53164536,-2.333558366
25.05450324,-29.70745078,-2.540970392
25.87409667,-29.89202638,-2.762885956
26.72050098,-30.06631682,-2.980247681
27.59459323,-30.24282939,-3.202129301
28.49727915,-30.41923724,-3.427985512
29.42949411,-30.59427146,-3.657141632
30.39220408,-30.76233037,-3.881458368
31.38640662,-30.94034121,-4.117530439
32.41313193,-31.11063657,-4.346578482
33.47344392,-31.28009498,-4.578952985
34.56844127,-31.45931305,-4.820645721
35.69925863,-31.62374386,-5.060094207
36.86706777,-31.80287104,-5.304751018
38.07307877,-31.97131136,-5.544017002
39.31854131,-32.14168882,-5.791442107
40.60474595,-32.33087148,-6.031878695
41.93302545,-32.50526383,-6.278125813
43.30475618,-32.67749024,-6.525171064
44.72135955,-32.85829281,-6.776068583
46.18430344,-33.00430152,-7.035328121
47.69510377,-33.20498949,-7.280339359
49.25532603,-33.38295852,-7.528736557
50.86658694,-33.55864043,-7.783081286
52.53055609,-33.72342146,-8.046224493
54.2489577,-33.8885975,-8.311724531
56.02357238,-34.08192569,-8.561520875
57.856239,-34.27515878,-8.821699626
59.74885659,-34.45194526,-9.083303526
61.70338627,-34.63290978,-9.34291738
63.72185335,-34.80963459,-9.60818138
65.80634938,-34.97470211,-9.877608812
67.95903431,-34.91418992,-10.13260175
70.18213877,-35.13276229,-10.40214143
72.47796637,-35.33367244,-10.6667139
74.84889604,-35.53236198,-10.93001015
77.29738455,-35.72486052,-11.19609836
79.82596905,-35.92152599,-11.46711811
82.43726967,-36.11011927,-11.73369836
85.13399225,-36.3055299,-12.00349637
87.91893115,-36.49722262,-12.26849739
90.79497215,-36.69315784,-12.54018884
93.7650954,-36.88942116,-12.80910898
96.83237857,-37.08933426,-13.07922631
100,-37.08769322,-13.34696901
101.1025023,-37.09428312,-13.44027866
102.2171598,-37.14231657,-13.53277867
103.3441064,-37.22465014,-13.6243497
104.4834776,-37.31831584,-13.71771036
105.6354104,-37.3944735,-13.80961995
106.8000433,-37.49461204,-13.90125114
107.9775162,-37.57189098,-13.99450502
109.1679709,-37.66283155,-14.08638172
111.5883993,-37.82765359,-14.17720289
112.818664,-37.91751779,-14.27023536
114.0624924,-37.99890639,-14.36283263
115.320034,-38.07877836,-14.45563531
116.5914401,-38.16998605,-14.54897207
117.8768635,-38.26037779,-14.63987218
119.1764587,-38.3298249,-14.73265068
120.4903819,-38.42975267,-14.82445666
121.8187912,-38.49532904,-14.91826251
123.1618462,-38.59755945,-15.01076213
124.5197085,-38.67772717,-15.10481067
125.8925412,-38.75245575,-15.19512923
127.2805094,-38.82465076,-15.29000775
128.68378,-38.91537811,-15.38127909
130.1025217,-38.9946889,-15.47561751
131.536905,-39.08489862,-15.56623558
132.9871025,-39.1856122,-15.65940019
134.4532884,-39.25846777,-15.75400398
135.9356391,-39.32808729,-15.84635833
137.4343327,-39.44248186,-15.93722045
138.9495494,-39.49550778,-16.03121004
140.4814715,-39.60100546,-16.12563046
142.030283,-39.67172212,-16.21567086
143.5961702,-39.74887206,-16.30932233
145.1793213,-39.85239933,-16.4051535
146.7799268,-39.94632192,-16.49465668
148.3981789,-40.02748881,-16.59079371
150.0342723,-40.11203616,-16.6833433
151.6884037,-40.20306115,-16.77601925
153.3607719,-40.28267907,-16.86900433
