29,-45.9,"-1.7266187e+00		"
38,-48.9,"-1.7266187e+00		"
47,-50.5,"-1.7452540e+00		"
56,-52.1,"-2.0046273e+00		"
65,-53.7,"-1.8807199e+00		"
74,-54.6,"-2.0143885e+00		"
83,-55.5,"-1.9304949e+00		"
92,-57.1,"-2.0143885e+00		"
101,-57.9,"-2.0143885e+00		"
110,-59.2,"-2.0143885e+00		"
119,-60.4,"-2.0623501e+00		"
128,-61.8,"-2.1103118e+00		"
137,-62.5,"-2.2136441e+00		"
146,-64.3,"-2.4173425e+00		"
155,-65.3,"-2.4460432e+00		"
164,-66.3,"-2.4460432e+00		"
173,-67.5,"-2.4460432e+00		"
182,-68.8,"-2.4460432e+00		"
191,-70.1,"-2.4665595e+00		"
200,-71.6,"-2.7917032e+00		"
203,-72.6,"-2.7386447e+00		"
207,-73.6,"-2.8297362e+00		"
210,-74.4,"-2.8297362e+00		"
213,-75.5,"-2.8297362e+00		"
217,-76.5,"-2.8705162e+00		"
220,-77.7,"-2.8441789e+00		"
224,-78.7,"-2.9856827e+00		"
227,-81.7,"-2.9064381e+00		"
231,-84.4,"-3.0839744e+00		"
235,-84.8,"-3.0309889e+00		"
239,-87.1,"-3.1702711e+00		"
243,-87.1,"-3.2612080e+00		"
247,-86.1,"-3.2349843e+00		"
251,-83.4,"-3.3904340e+00		"
255,-82.6,"-3.3115311e+00		"
259,-81.7,"-3.5199836e+00		"
263,-78.7,"-3.4408481e+00		"
267,-78,"-3.5157172e+00		"
272,-74.9,"-3.5421735e+00		"
276,-75.9,"-3.5011990e+00		"
280,-74.8,"-3.5011990e+00		"
285,-73.6,"-3.5469463e+00		"
290,-72.4,"-3.6841049e+00		"
294,-71.5,"-3.6315184e+00		"
299,-71.9,"-3.8479027e+00		"
304,-71,"-3.7424197e+00		"
309,-70.1,"-4.0183933e+00		"
314,-70.5,"-3.9084705e+00		"
319,-69.6,"-4.1314307e+00		"
324,-68.5,"-4.0783203e+00		"
329,-69.1,"-4.1726619e+00		"
335,-68,"-4.2605981e+00		"
340,-67,"-4.2080270e+00		"
346,-67.5,"-4.3861626e+00		"
351,-66.5,"-4.3070736e+00		"
357,-65.8,"-4.5156783e+00		"
363,-66.1,"-4.4363562e+00		"
369,-65.3,"-4.5859539e+00		"
375,-64.6,"-4.5594352e+00		"
381,-64.9,"-4.6290975e+00		"
387,-64.1,"-4.8370707e+00		"
393,-64.4,"-4.7320733e+00		"
400,-63.7,"-5.0512700e+00		"
406,-64,"-4.9196365e+00		"
413,-63.3,"-5.1938707e+00		"
419,-62.6,"-5.1146578e+00		"
426,-62.9,"-5.3233640e+00		"
433,-62.2,"-5.2439176e+00		"
440,-62.4,"-5.4257774e+00		"
447,-62,"-5.3726570e+00		"
454,-61.6,"-5.4676259e+00		"
462,-61.8,"-5.5112885e+00		"
469,-61.3,"-5.4849980e+00		"
477,-61.5,"-5.6711317e+00		"
485,-60.9,"-5.5656599e+00		"
493,-61.2,"-5.8438158e+00		"
501,-60.5,"-5.7380331e+00		"
509,-59.9,"-6.0164435e+00		"
517,-60.2,"-5.9103489e+00		"
525,-59.6,"-6.1853475e+00		"
534,-59.8,"-6.4595309e+00		"
542,-59.3,"-6.3544000e+00		"
551,-58.9,"-6.6309348e+00		"
560,-59,"-6.5213790e+00		"
569,-58.6,"-6.7979028e+00		"
579,-58.8,"-6.6920366e+00		"
588,-58.3,"-6.9673992e+00		"
597,-58.5,"-7.1932368e+00		"
607,-57.9,"-7.1145582e+00		"
617,-57.3,"-7.3228271e+00		"
627,-57.6,"-7.2439167e+00		"
637,-57,"-7.4889150e+00		"
648,-57.2,"-7.3792727e+00		"
658,-56.6,"-7.6560625e+00		"
669,-56,"-7.5501127e+00		"
680,-56.2,"-7.8253421e+00		"
691,-55.7,"-8.0527189e+00		"
702,-55.9,"-7.9739783e+00		"
713,-55.5,"-8.1822980e+00		"
725,-55.6,"-8.1033253e+00		"
737,-55.3,"-8.3832540e+00		"
