20,-29.73165428,-28.92613532
20.6542484,-30.04867781,-29.31814569
21.32989884,-30.31986871,-29.56993485
22.02765145,-30.54270783,-29.78392865
22.74822924,-30.74308701,-29.97461409
23.49237886,-30.94453377,-30.16355047
24.26087142,-31.13086212,-30.33357293
25.05450324,-31.3048286,-30.49246003
25.87409667,-31.48550508,-30.65692254
26.72050098,-31.6560218,-30.81213171
27.59459323,-31.82494861,-30.96633252
28.49727915,-31.99363422,-31.12177418
29.42949411,-32.16110579,-31.27771731
30.39220408,-32.32017761,-31.42383015
31.38640662,-32.48827675,-31.57915748
32.41313193,-32.64750613,-31.72958656
33.47344392,-32.80445614,-31.88104111
34.56844127,-32.97402413,-32.03519395
35.69925863,-33.13331538,-32.18816936
36.86706777,-33.30306226,-32.3361579
38.07307877,-33.46558639,-32.49076439
39.31854131,-33.62285826,-32.65704499
40.60474595,-33.78987617,-32.80788273
41.93302545,-33.94215882,-32.9831569
43.30475618,-34.10231665,-33.1454854
44.72135955,-34.28283199,-33.29628042
46.18430344,-34.45689191,-33.45719051
47.69510377,-34.62536783,-33.62399004
49.25532603,-34.7792767,-33.81474158
50.86658694,-34.95602533,-33.98466715
52.53055609,-34.84465223,-34.13334076
54.2489577,-35.03188645,-34.34096433
56.02357238,-35.21575262,-34.49494836
57.856239,-35.3994754,-34.7073796
59.74885659,-35.58167608,-34.89817524
61.70338627,-35.76823161,-34.9110841
63.72185335,-35.95676067,-35.12521985
65.80634938,-36.02043741,-35.24535473
67.95903431,-36.27828844,-35.49706184
70.18213877,-36.52507983,-35.73636941
72.47796637,-36.75273312,-35.95872974
74.84889604,-36.98137187,-36.17506212
77.29738455,-37.200386,-36.39107782
79.82596905,-37.42156693,-36.60984508
82.43726967,-37.63401869,-36.8255483
85.13399225,-37.85341278,-37.05044758
87.91893115,-38.06601406,-37.27091543
90.79497215,-38.28211622,-37.50113975
93.7650954,-38.49838877,-37.73121048
96.83237857,-38.71606869,-37.96594379
100,-38.78430317,-38.14130454
101.1025023,-38.80680966,-38.20351612
102.2171598,-36.60385948,-32.44973538
103.3441064,-38.95460004,-38.37170522
104.4834776,-39.04019194,-38.45931204
105.6354104,-39.13219035,-38.55468105
106.8000433,-39.21600239,-38.64294313
107.9775162,-39.31184671,-38.72720431
109.1679709,-39.38653376,-38.81466149
110.3715503,-39.46722782,-38.90130881
111.5883993,-39.56279623,-38.98856268
112.818664,-39.65594487,-39.06839383
114.0624924,-39.72846329,-39.16265507
115.320034,-39.81360783,-39.24841516
116.5914401,-39.89402826,-39.33811033
117.8768635,-39.99477127,-39.42576682
119.1764587,-40.05988386,-39.50974651
120.4903819,-40.16422219,-39.60170718
121.8187912,-40.22910652,-39.68644448
123.1618462,-40.32792162,-39.76442103
124.5197085,-40.41195284,-39.86493917
125.8925412,-40.490684,-39.95413772
127.2805094,-40.56639901,-40.03827062
128.68378,-40.64653698,-40.12494078
130.1025217,-40.73667491,-40.20793628
131.536905,-40.82683194,-40.30022683
132.9871025,-40.92128646,-40.38791598
134.4532884,-40.99709715,-40.4599589
135.9356391,-41.06806256,-40.55757007
137.4343327,-41.17416337,-40.64811549
138.9495494,-41.23009767,-40.72770178
140.4814715,-41.34850901,-40.81907714
142.030283,-41.40524339,-40.91355188
