2.90E+01	-6.02E+00	-2.91
3.80E+01	-8.11E+00	-4.33
4.70E+01	-9.56E+00	-5.535
5.60E+01	-1.09E+01	-6.71
6.50E+01	-1.15E+01	-7.808
7.40E+01	-1.28E+01	-8.736666667
8.30E+01	-1.40E+01	-9.755714286
9.20E+01	-1.45E+01	-10.5
1.01E+02	-1.52E+01	-11.3
1.10E+02	-1.58E+01	-12
1.19E+02	-1.65E+01	-12.7
1.28E+02	-1.70E+01	-13.3
1.37E+02	-1.75E+01	-13.95
1.46E+02	-1.80E+01	-14.65
1.55E+02	-1.86E+01	-15.1
1.64E+02	-1.91E+01	-15.6
1.73E+02	-1.94E+01	-16.2
1.82E+02	-1.97E+01	-16.8
1.91E+02	-2.01E+01	-17.4
2.00E+02	-2.08E+01	-17.7
2.03E+02	-2.09E+01	-17.83775409
2.07E+02	-2.09E+01	-17.9457516
2.10E+02	-2.10E+01	-18.11064486
2.13E+02	-2.11E+01	-18.43505058
2.17E+02	-2.13E+01	-18.61201613
2.20E+02	-2.14E+01	-18.83617427
2.24E+02	-2.16E+01	-19.00747945
2.27E+02	-2.17E+01	-19.22588538
2.31E+02	-2.18E+01	-19.49134502
2.35E+02	-2.20E+01	-19.50381057
2.39E+02	-2.22E+01	-19.7
2.43E+02	-2.23E+01	-19.71956429
2.47E+02	-2.25E+01	-19.82275293
2.51E+02	-2.26E+01	-20.12274838
2.55E+02	-2.27E+01	-20.21949884
2.59E+02	-2.28E+01	-20.41295167
2.63E+02	-2.30E+01	-20.60305335
2.67E+02	-2.31E+01	-21.07949902
2.72E+02	-2.33E+01	-21.2
2.76E+02	-2.35E+01	-21.20270339
2.80E+02	-2.37E+01	-21.5
2.85E+02	-2.40E+01	-21.50136043
2.90E+02	-2.42E+01	-21.94036414
2.94E+02	-2.46E+01	-22.1
2.99E+02	-2.48E+01	-22.36434146
3.04E+02	-2.48E+01	-22.56926531
3.09E+02	-2.50E+01	-22.75734742
3.14E+02	-2.52E+01	-22.95679669
3.19E+02	-2.54E+01	-23.20436176
3.24E+02	-2.56E+01	-23.48686807
3.29E+02	-2.58E+01	-23.76097825
3.35E+02	-2.61E+01	-24.01327804
3.40E+02	-2.63E+01	-24.58897543
3.46E+02	-2.65E+01	-24.77718624
3.51E+02	-2.67E+01	-25.08534995
3.57E+02	-2.69E+01	-25.36691379
3.63E+02	-2.71E+01	-25.57384516
3.69E+02	-2.72E+01	-25.84431074
3.75E+02	-2.75E+01	-26.04492637
3.81E+02	-2.76E+01	-26.24230708
3.87E+02	-2.79E+01	-26.53640036
3.93E+02	-2.82E+01	-26.85430579
4.00E+02	-2.85E+01	-27.12902095
4.06E+02	-2.87E+01	-27.69841802
4.13E+02	-2.90E+01	-27.9576391
4.19E+02	-2.92E+01	-28.31131637
4.26E+02	-2.98E+01	-28.62887612
4.33E+02	-3.01E+01	-28.84762191
4.40E+02	-3.03E+01	-29.6284279
4.47E+02	-3.06E+01	-29.91909363
4.54E+02	-3.09E+01	-30.17652734
4.62E+02	-3.10E+01	-30.45784828
4.69E+02	-3.12E+01	-31.17758341
4.77E+02	-3.14E+01	-31.50489623
4.85E+02	-3.17E+01	-32.36553133
4.93E+02	-3.22E+01	-32.69644931
5.01E+02	-3.24E+01	-33.54552644
5.09E+02	-3.27E+01	-34.43341306
5.17E+02	-3.28E+01	-34.71083131
5.25E+02	-3.30E+01	-36.10416587
5.34E+02	-3.33E+01	-36.91715711
5.42E+02	-3.34E+01	-37.7510423
5.51E+02	-3.35E+01	-39.10631271
5.60E+02	-3.37E+01	-40.41464143
5.69E+02	-3.36E+01	-42.23493611
5.79E+02	-3.36E+01	-43.3656415
5.88E+02	-3.35E+01	-44.60760075
5.97E+02	-3.33E+01	-46.37671512
6.07E+02	-3.31E+01	-47.27269705
6.17E+02	-3.28E+01	-47.35169314
6.27E+02	-3.26E+01	-46.00449849
6.37E+02	-3.24E+01	-44.72185335
6.48E+02	-3.22E+01	-43.48357157
6.58E+02	-3.18E+01	-42.21269875
6.69E+02	-3.16E+01	-40.4740305
6.80E+02	-3.09E+01	-39.15903431
6.91E+02	-3.06E+01	-38.33082093
7.02E+02	-3.03E+01	-37.51160408
7.13E+02	-3.00E+01	-36.11561147
7.25E+02	-2.93E+01	-35.78898318
7.37E+02	-2.90E+01	-34.44041881
7.48E+02	-2.88E+01	-33.53667203
7.61E+02	-2.85E+01	-33.21797327
7.73E+02	-2.83E+01	-32.33895382
7.86E+02	-2.80E+01	-31.98060121
7.98E+02	-2.74E+01	-31.25038762
8.11E+02	-2.71E+01	-30.80703759
8.24E+02	-2.69E+01	-30.48954495
8.38E+02	-2.66E+01	-30.19279448
8.51E+02	-2.63E+01	-29.53899871
8.65E+02	-2.56E+01	-29.23841883
8.79E+02	-2.53E+01	-28.5054089
8.93E+02	-2.52E+01	-28.14845996
9.08E+02	-2.49E+01	-27.84213888
9.23E+02	-2.46E+01	-27.6051667
9.38E+02	-2.43E+01	-27.26145583
9.53E+02	-2.40E+01	-26.5246845
9.68E+02	-2.37E+01	-26.28309464
9.84E+02	-2.33E+01	-25.95763491
1.00E+03	-2.32E+01	-25.5
1.01E+03	-2.30E+01	-25.22050047
1.02E+03	-2.27E+01	-24.94343196
1.03E+03	-2.26E+01	-24.83441064
1.04E+03	-2.25E+01	-24.69669552
1.06E+03	-2.22E+01	-24.32708207
1.07E+03	-2.21E+01	-24.18000433
1.08E+03	-2.20E+01	-24.09775162
1.09E+03	-2.16E+01	-23.81679709
1.10E+03	-2.14E+01	-23.63715503
1.12E+03	-2.14E+01	-23.55883993
1.13E+03	-2.13E+01	-23.4818664
1.14E+03	-2.10E+01	-23.11249848
1.15E+03	-2.09E+01	-23.0320034
1.17E+03	-2.09E+01	-22.95914401
1.18E+03	-2.08E+01	-22.68768635
1.19E+03	-2.06E+01	-22.33529173
1.20E+03	-2.05E+01	-22.24903819
1.22E+03	-2.04E+01	-22.18187912
1.23E+03	-2.00E+01	-21.73236925
1.25E+03	-2.00E+01	-21.65197085
1.26E+03	-1.99E+01	-21.58925412
1.27E+03	-1.96E+01	-21.32805094
1.29E+03	-1.96E+01	-21.236756
1.30E+03	-1.92E+01	-20.91025217
1.32E+03	-1.92E+01	-20.8536905
1.33E+03	-1.91E+01	-20.79871025
1.34E+03	-1.87E+01	-20.44532884
1.36E+03	-1.87E+01	-20.38712782
1.37E+03	-1.84E+01	-20.04343327
1.39E+03	-1.85E+01	-19.99495494
1.40E+03	-1.82E+01	-19.74814715
1.42E+03	-1.79E+01	-19.50151415
1.44E+03	-1.79E+01	-19.57980851
1.45E+03	-1.77E+01	-19.21793213
1.47E+03	-1.76E+01	-19.17799268
1.48E+03	-1.75E+01	-18.93981789
1.50E+03	-1.72E+01	-18.85171361
1.52E+03	-1.72E+01	-18.76884037
1.53E+03	-1.72E+01	-18.63607719
1.55E+03	-1.68E+01	-18.3051578
1.57E+03	-1.68E+01	-18.47610253
1.58E+03	-1.64E+01	-18.14893192
1.60E+03	-1.63E+01	-18.01183339
1.62E+03	-1.61E+01	-17.90032807
1.64E+03	-1.61E+01	-17.87893707
1.66E+03	-1.61E+01	-17.77975762
1.67E+03	-1.57E+01	-17.54208428
1.69E+03	-1.56E+01	-17.22666615
1.71E+03	-1.54E+01	-17.11328304
1.73E+03	-1.53E+01	-16.90097869
1.75E+03	-1.53E+01	-16.99635594
1.77E+03	-1.53E+01	-16.78556943
1.79E+03	-1.50E+01	-16.69027663
1.81E+03	-1.50E+01	-16.43884338
1.83E+03	-1.49E+01	-16.37699369
1.85E+03	-1.46E+01	-16.28924899
1.87E+03	-1.45E+01	-15.94111192
1.89E+03	-1.44E+01	-15.8881958
1.91E+03	-1.41E+01	-15.7982193
1.93E+03	-1.38E+01	-15.40348864
